license_uuid;user_uuid;product_uuid;purchase_date;termination_date
9ae1e71f-3aba-49dc-a6a8-2a7b5fbe02a9;04cf8b07-248b-40b0-93aa-dd558a2d9a5e;d04791a5-8051-451f-a263-0ee2feb45dbc;20/8/21;
1452bd8d-29b4-487c-be3d-b1ffa1e5158c;c32def00-f032-403e-9879-e3b9877c2c8c;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;21/8/21;
d8eed91c-5bfb-4713-a950-e61bb801a9f6;4670f30d-ab03-4854-8a3b-128c2c263d5a;85b34e6e-5596-4468-82c7-c509b08bed70;21/8/21;20/7/22
0d7b58a1-aa36-4cfd-bac9-b3409c0a44f5;5ca323a8-9b42-4858-b5e7-284695904824;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;23/8/21;22/3/22
b31eb22c-4a41-46e1-8362-576874a20b3b;d23b0eb7-f5e3-455d-b2cd-c84c7ffb4418;d04791a5-8051-451f-a263-0ee2feb45dbc;27/8/21;
861ee12e-5d0e-4daf-ad35-6f57dc873f89;c32def00-f032-403e-9879-e3b9877c2c8c;85b34e6e-5596-4468-82c7-c509b08bed70;28/8/21;
27bef7bd-d766-4e51-89db-901cfb245f68;52a8211c-93b1-4917-9128-1b5d7859aa3a;15c4ccc0-3c0c-416b-8790-70c2dce441a3;29/8/21;
5d8bd39c-1c6e-4ff1-9141-9fe83a73b14f;f8e1db2a-bffc-4499-857e-0457062a4f0e;85b34e6e-5596-4468-82c7-c509b08bed70;29/8/21;
20049bec-ede2-4621-ad09-89f74f374280;2108f7ed-ccd8-44e2-917a-ba6175240bcd;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;2/9/21;1/8/22
d68f425a-7fdd-4107-b119-31bc05e53d62;d23b0eb7-f5e3-455d-b2cd-c84c7ffb4418;584a3ef0-6503-486f-8f3a-62bbcdac3515;6/9/21;
b8a9a09e-a795-4f9f-a6d5-8df58d145fd3;0fd6ef07-cd52-4881-b3f8-91e01d4b2726;85b34e6e-5596-4468-82c7-c509b08bed70;7/9/21;6/10/22
1b327d77-6524-4207-827f-66a79498b75b;4bee4905-d96b-4378-a694-876ccfd7ebfd;15c4ccc0-3c0c-416b-8790-70c2dce441a3;11/9/21;10/4/22
248fb29b-9a43-44e0-88b8-57193d4dc687;50f5be89-0f47-456c-8e9e-e8d5e1dc2182;5142862b-bedf-4860-9485-41efe7c49795;12/9/21;
b8c1812c-ccad-48f7-b09e-4d66933bd1bc;b4d9b6d0-859e-4192-83ff-79624a718768;5142862b-bedf-4860-9485-41efe7c49795;12/9/21;
d8544fdc-3e22-447a-813b-55905ae857a1;39813d89-b0d1-4712-9b39-84ff1e72cdf2;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;14/9/21;
d6748477-1046-44d6-99e9-bf8604e8719e;460276b6-03e0-4965-9993-922e66659a7c;d04791a5-8051-451f-a263-0ee2feb45dbc;15/9/21;
1409c6be-995c-45f3-9825-f996fc10f406;247f4164-22b6-4510-88cd-b52edb4d5dd7;a5e247b3-ac28-46e4-b791-a52837a19e1e;15/9/21;
512d4cbf-efc4-4167-8f90-589f421d7e00;b4d9b6d0-859e-4192-83ff-79624a718768;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;15/9/21;14/11/22
43d64e3d-e237-4a5a-b46c-5e003eba6314;3949fe14-79d2-41ac-bf11-2765bdc28b60;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;18/9/21;
402693d1-472a-4613-9a5d-bc9940dd61c0;47110700-84ca-47cf-9b3c-e1a2f95b5d3e;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;20/9/21;19/4/22
4606235f-8c58-4780-9bb2-43c195473f6e;23252595-1c40-4c3d-8f43-be76abf4588c;85b34e6e-5596-4468-82c7-c509b08bed70;23/9/21;
48307594-6cbc-46c7-8c4c-5c282bd8a9ca;bdc3cc1c-d506-4790-a9ae-ba7ba3bc5d32;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;25/9/21;
f83a3c30-c16f-42d1-b6bb-0a676af27d3a;f6eb5b15-5015-43f1-8ec3-39195eaa2aa5;d04791a5-8051-451f-a263-0ee2feb45dbc;26/9/21;25/5/22
fb6f2f07-3803-493c-aeff-c6a0482b5cbc;39813d89-b0d1-4712-9b39-84ff1e72cdf2;15c4ccc0-3c0c-416b-8790-70c2dce441a3;28/9/21;
60621b6d-4946-4b5c-a705-4ce255f374d1;2742e81c-f207-49e1-a18e-895ff5f415c4;15c4ccc0-3c0c-416b-8790-70c2dce441a3;29/9/21;28/3/22
5e8c04c9-62c5-4d2a-acbf-bb37cc2c5cbf;a3e68c16-71ab-4aa2-9746-bb25f194950e;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;4/10/21;
b9c3c65d-385c-4dca-b7c7-02fc2ce86f2c;39813d89-b0d1-4712-9b39-84ff1e72cdf2;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;4/10/21;3/12/22
b5187c7c-dcd8-4195-99aa-dcab2dd5854a;2590673c-ea13-4fc6-a880-d2d2253c8715;15c4ccc0-3c0c-416b-8790-70c2dce441a3;6/10/21;5/11/22
845a67e9-40af-4377-b99e-1c85844b1620;2742e81c-f207-49e1-a18e-895ff5f415c4;5142862b-bedf-4860-9485-41efe7c49795;6/10/21;5/9/22
03b3c5b1-2692-4579-87c8-20dc1a6aa664;be08c565-2193-4cda-9073-7f7306809bc3;85b34e6e-5596-4468-82c7-c509b08bed70;8/10/21;
134d2a3f-c6a5-4aee-aa39-6e6442916d9e;1ea53ba4-9844-4e57-9c0d-01408c05ccd2;15c4ccc0-3c0c-416b-8790-70c2dce441a3;8/10/21;7/8/22
dfd59166-aeae-4ae5-be97-ea490ee7f41e;247f4164-22b6-4510-88cd-b52edb4d5dd7;85b34e6e-5596-4468-82c7-c509b08bed70;14/10/21;13/4/22
e1251aec-2b0a-4530-81b5-95f2dcc41ab2;2742e81c-f207-49e1-a18e-895ff5f415c4;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;17/10/21;
5c615d65-9d4c-4fe3-b9b1-3b5fced66cbe;ddf65c4c-3d6c-463a-857d-b906db438b01;d04791a5-8051-451f-a263-0ee2feb45dbc;17/10/21;
d12e1ef3-2907-4f50-ab20-24513ca36c5b;3307ed3b-bda5-4a42-86cb-48479671f7df;85b34e6e-5596-4468-82c7-c509b08bed70;19/10/21;
a10a0300-ac39-4671-9a67-b364976bf0c3;b12598c3-db80-4c6b-9ed0-b2e00d11ac26;5142862b-bedf-4860-9485-41efe7c49795;20/10/21;19/12/22
9ecb7304-a33c-4c9f-993f-e203d5198b95;904d39fe-4dd1-482b-8c92-4ce549f6e6d4;d04791a5-8051-451f-a263-0ee2feb45dbc;21/10/21;
638a083a-8bc8-4141-9d31-d714ddfe99a2;7a1729a3-f8c0-4524-bb8c-73677ae38650;15c4ccc0-3c0c-416b-8790-70c2dce441a3;22/10/21;21/11/22
f56f6db5-6c9f-4b4c-a1f5-8907f102ddd0;b4d9b6d0-859e-4192-83ff-79624a718768;d04791a5-8051-451f-a263-0ee2feb45dbc;22/10/21;
6202801b-7773-456a-9ad9-f47d62266a98;8aa2f276-dd65-41cb-ac69-8df20afac7e3;d04791a5-8051-451f-a263-0ee2feb45dbc;23/10/21;
19f00f4c-ecaf-40fb-a74a-5d40cc9d0794;a3e68c16-71ab-4aa2-9746-bb25f194950e;a5e247b3-ac28-46e4-b791-a52837a19e1e;26/10/21;
02e7bc67-f395-4d7b-8701-550364129b10;79a6745d-5b2c-4950-9da0-538d43afed23;d04791a5-8051-451f-a263-0ee2feb45dbc;26/10/21;25/4/22
bb88856f-a833-409c-8a8d-00e031fe6b88;9fb5f343-f2a8-4371-a151-abb41343ed60;a5e247b3-ac28-46e4-b791-a52837a19e1e;27/10/21;26/6/22
5539b025-5a26-4ac8-a659-226898d82386;c240f063-26c6-4ff9-8d71-7ad6d410d2cd;5142862b-bedf-4860-9485-41efe7c49795;30/10/21;
0a23f052-87e5-416d-90f2-06ea60b96b98;39813d89-b0d1-4712-9b39-84ff1e72cdf2;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;2/11/21;1/12/22
e432971b-01ad-413c-a1e0-13131696f18f;a79757fe-fd46-4602-9d7b-f937450c1b31;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;4/11/21;
ed836884-a44b-4348-99ea-517ed1385a81;2108f7ed-ccd8-44e2-917a-ba6175240bcd;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;7/11/21;
9f96e296-8ed4-49ea-8ee0-c85d3a3468cd;f70d92cb-73d3-47d9-8600-daa159f36bab;d04791a5-8051-451f-a263-0ee2feb45dbc;7/11/21;6/6/22
2f36a40c-44d2-4999-adc3-f55d4fe7c448;011792f7-7f11-45c7-87f5-5ed1ccceb74c;d04791a5-8051-451f-a263-0ee2feb45dbc;8/11/21;7/4/22
b9554a53-c24b-47b1-94f7-46496ca6bc97;3e02834a-9aa2-4774-bf5d-b052bc055232;85b34e6e-5596-4468-82c7-c509b08bed70;9/11/21;
35c0b7fe-3936-4a77-983e-583935325833;2af32fae-4e59-4fe0-a193-c474c3732b2e;a5e247b3-ac28-46e4-b791-a52837a19e1e;10/11/21;
3bb81ae1-f7aa-42bd-88fc-e2826445aea1;ddf65c4c-3d6c-463a-857d-b906db438b01;15c4ccc0-3c0c-416b-8790-70c2dce441a3;11/11/21;10/11/22
4d75e48e-b4f4-4fa9-af8d-a084969dd303;0fd6ef07-cd52-4881-b3f8-91e01d4b2726;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;11/11/21;10/3/22
ee0f4b7b-eb95-43ba-a2a7-5a719391f020;50f5be89-0f47-456c-8e9e-e8d5e1dc2182;d04791a5-8051-451f-a263-0ee2feb45dbc;12/11/21;
1244772b-7a74-48b2-866e-a10aebcf2097;1ea53ba4-9844-4e57-9c0d-01408c05ccd2;5142862b-bedf-4860-9485-41efe7c49795;13/11/21;
a3361eed-01d1-4ae4-ac64-00f58c5a1bbc;46766f62-87ba-4879-8148-fbac6eccd3d5;85b34e6e-5596-4468-82c7-c509b08bed70;14/11/21;
3f542e33-ea16-4f0e-a4b2-86691fadc80f;7a1729a3-f8c0-4524-bb8c-73677ae38650;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;14/11/21;13/7/22
e3b3d5e9-6147-44a8-a4e9-acb7e04c9467;23252595-1c40-4c3d-8f43-be76abf4588c;15c4ccc0-3c0c-416b-8790-70c2dce441a3;17/11/21;16/10/22
b2b3e2d4-7237-4650-894b-7149ec1ec53d;e3312588-af23-472c-bc32-915770bc938e;584a3ef0-6503-486f-8f3a-62bbcdac3515;18/11/21;
79dc161b-63d7-4c70-8892-58721d1e70b1;537d96e7-7b23-4fc3-bf69-bb1303924ccb;85b34e6e-5596-4468-82c7-c509b08bed70;19/11/21;18/6/22
9e1ce74b-ed70-4a51-9e21-3dcf60b8a4ca;3949fe14-79d2-41ac-bf11-2765bdc28b60;d04791a5-8051-451f-a263-0ee2feb45dbc;21/11/21;
fc854cf3-fcc2-40b6-abd2-656b4cfe704f;0525492d-f0fc-4d4f-8861-502b1693420e;a5e247b3-ac28-46e4-b791-a52837a19e1e;21/11/21;20/12/22
8fee147b-d532-4dbc-a9a2-5e9fadc65346;460276b6-03e0-4965-9993-922e66659a7c;d04791a5-8051-451f-a263-0ee2feb45dbc;23/11/21;
70f0b02b-3826-4310-8012-333d597e2ed8;d620432a-2658-4918-a4b5-a6b327f84866;584a3ef0-6503-486f-8f3a-62bbcdac3515;24/11/21;
1d195aae-5761-4a28-add2-bd97fbfe1ae5;331d9fab-a061-432c-96b7-28f2afb6010e;584a3ef0-6503-486f-8f3a-62bbcdac3515;25/11/21;
0751e7a2-6aee-4210-858a-1b1d1a6abfcd;f884ee36-7897-4f1b-a06c-8b85a1bfb6ed;5142862b-bedf-4860-9485-41efe7c49795;25/11/21;
4b98fe15-451d-45fd-ae0b-3e3d6319a205;39813d89-b0d1-4712-9b39-84ff1e72cdf2;85b34e6e-5596-4468-82c7-c509b08bed70;26/11/21;
2256b616-8699-4b61-a9ce-b40e08d65836;bdc3cc1c-d506-4790-a9ae-ba7ba3bc5d32;d04791a5-8051-451f-a263-0ee2feb45dbc;26/11/21;25/3/22
e67dc01d-d277-4e7e-8f91-3718c801b08f;d685a634-d955-4010-9a05-1208d2ac7c15;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;3/12/21;2/10/22
465d6d2c-ba85-47cb-8f0e-633c4d1afcc9;47110700-84ca-47cf-9b3c-e1a2f95b5d3e;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;3/12/21;2/9/22
fc7a6a39-b840-488e-b6ae-ea74f2d89037;3307ed3b-bda5-4a42-86cb-48479671f7df;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;6/12/21;
2f27dbf6-3b32-417b-b08d-0854c27ab52f;e3312588-af23-472c-bc32-915770bc938e;d04791a5-8051-451f-a263-0ee2feb45dbc;6/12/21;
543baa7a-5665-41f9-9239-375f4096b9f9;d620432a-2658-4918-a4b5-a6b327f84866;d04791a5-8051-451f-a263-0ee2feb45dbc;8/12/21;
a6227a3d-baa9-453b-89f0-6ca0053619ab;d23b0eb7-f5e3-455d-b2cd-c84c7ffb4418;15c4ccc0-3c0c-416b-8790-70c2dce441a3;8/12/21;7/7/22
9a0474f5-5f5c-4afc-9c8a-5e8091c1c3d0;9e3dccaf-b483-4cd5-8bc6-f2d9df86c959;a5e247b3-ac28-46e4-b791-a52837a19e1e;12/12/21;
dc1388b6-f7c7-4f6f-b7b3-1142d5fd783c;e3312588-af23-472c-bc32-915770bc938e;d04791a5-8051-451f-a263-0ee2feb45dbc;13/12/21;12/4/22
bff818ab-5e99-4fde-a757-f48d5befe84f;56147622-3fb0-4295-8927-293e5b63a3b1;5142862b-bedf-4860-9485-41efe7c49795;14/12/21;
dfa004bb-0df7-494d-bc59-91f7b2e80253;39813d89-b0d1-4712-9b39-84ff1e72cdf2;d04791a5-8051-451f-a263-0ee2feb45dbc;15/12/21;14/8/22
4a0e07ec-0abd-4fd8-8413-8ed94b0da4de;04cf8b07-248b-40b0-93aa-dd558a2d9a5e;15c4ccc0-3c0c-416b-8790-70c2dce441a3;16/12/21;
25a0b9e6-68d0-4d32-9588-585f10ea8d6a;44716fa1-680a-48c3-a2a8-1d3af9e15261;d04791a5-8051-451f-a263-0ee2feb45dbc;17/12/21;16/9/22
2236fe50-ed2e-414d-8811-12de0e6a8c8f;2ddfb92b-93a4-45e5-b99c-cfafd825087d;d04791a5-8051-451f-a263-0ee2feb45dbc;18/12/21;
941567d9-bc14-45df-826d-51dd6cc18fb4;f8e1db2a-bffc-4499-857e-0457062a4f0e;5142862b-bedf-4860-9485-41efe7c49795;19/12/21;
4e65a4a4-1fb6-4980-b574-f7d3695aaeff;331d9fab-a061-432c-96b7-28f2afb6010e;5142862b-bedf-4860-9485-41efe7c49795;21/12/21;20/7/22
9dc2a656-b607-4981-93e5-d43a7eecc196;2af32fae-4e59-4fe0-a193-c474c3732b2e;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;23/12/21;
0002219f-5358-4275-b235-d2b54baade44;40ec41ed-d9c1-46dc-bdfa-a4ffba70fa77;5142862b-bedf-4860-9485-41efe7c49795;24/12/21;23/8/22
0920e688-6ad9-478e-9d3e-446b347c72ae;446d40c8-7048-4240-8892-e2431421e58b;a5e247b3-ac28-46e4-b791-a52837a19e1e;24/12/21;
f972afbd-4f1a-48f5-a90b-bb8f480e4bf5;d151dcff-b3f4-449e-b3be-f67f002b13f1;a5e247b3-ac28-46e4-b791-a52837a19e1e;25/12/21;
5d63dbfe-c151-4767-8e7b-7b41234d1065;ddf65c4c-3d6c-463a-857d-b906db438b01;d04791a5-8051-451f-a263-0ee2feb45dbc;28/12/21;
06ff29f1-3ce7-4a90-90a8-71c6ad458ad1;40ec41ed-d9c1-46dc-bdfa-a4ffba70fa77;5142862b-bedf-4860-9485-41efe7c49795;29/12/21;
5ffedd43-53b0-4c48-bc18-19297b0e6df4;2108f7ed-ccd8-44e2-917a-ba6175240bcd;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;29/12/21;
d244a305-3c79-42a3-9652-fe66275c74a1;3b297f49-c31b-4fab-80f3-d0ae6f488353;a5e247b3-ac28-46e4-b791-a52837a19e1e;31/12/21;30/10/22
de941192-0ba7-44d6-9674-c52d12452d50;cb57ea43-4c86-4666-9526-3a988de5e803;a5e247b3-ac28-46e4-b791-a52837a19e1e;1/1/22;
dc0ceadd-bc3a-4b20-af46-0f0dd8d7a79e;b07842b0-e77d-4273-9258-4b9b6f084713;15c4ccc0-3c0c-416b-8790-70c2dce441a3;2/1/22;
d7069bb5-9b22-42c3-bd60-7f616ad49ffa;446d40c8-7048-4240-8892-e2431421e58b;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;4/1/22;
fd09a9d7-3f73-44de-a189-1fc48d0356ee;23252595-1c40-4c3d-8f43-be76abf4588c;5142862b-bedf-4860-9485-41efe7c49795;5/1/22;
f82c6eac-4e56-4a23-9888-5a96eb47391a;7a1729a3-f8c0-4524-bb8c-73677ae38650;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;6/1/22;5/8/22
50e637b9-1937-42b5-8e85-a9041a06625e;56147622-3fb0-4295-8927-293e5b63a3b1;5142862b-bedf-4860-9485-41efe7c49795;8/1/22;7/11/22
6e24a5dd-3896-4e1d-ad17-b9f8da489702;56147622-3fb0-4295-8927-293e5b63a3b1;5142862b-bedf-4860-9485-41efe7c49795;9/1/22;
e99a2ac8-efed-4b92-ac12-f022fb5ddf13;413653d2-36a3-49ae-af2a-ec105702af9e;15c4ccc0-3c0c-416b-8790-70c2dce441a3;10/1/22;
619e1689-86d4-40e6-84b3-754f923e368b;2590673c-ea13-4fc6-a880-d2d2253c8715;5142862b-bedf-4860-9485-41efe7c49795;12/1/22;
924a40a5-4e4d-4cd8-b1f8-3ea9828e46c9;0fd6ef07-cd52-4881-b3f8-91e01d4b2726;a5e247b3-ac28-46e4-b791-a52837a19e1e;13/1/22;
5fd870ec-5a06-4bdf-b4be-b9b46cac9998;56147622-3fb0-4295-8927-293e5b63a3b1;5142862b-bedf-4860-9485-41efe7c49795;14/1/22;
d8638be7-5081-4ed0-bf8e-56d50a6beb2b;56147622-3fb0-4295-8927-293e5b63a3b1;5142862b-bedf-4860-9485-41efe7c49795;16/1/22;
4113b149-86a1-4a68-b67c-b316488a5ce1;bdc3cc1c-d506-4790-a9ae-ba7ba3bc5d32;85b34e6e-5596-4468-82c7-c509b08bed70;16/1/22;
28356155-d4d3-45af-9782-268bb6835071;97930b51-43ed-4f9c-9c00-50649f291fd0;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;20/1/22;
3a6fb760-9eae-404d-89a2-7fde4051d612;04cf8b07-248b-40b0-93aa-dd558a2d9a5e;a5e247b3-ac28-46e4-b791-a52837a19e1e;26/1/22;
81df4d4d-805f-4911-b6cd-370cae0889f4;f6eb5b15-5015-43f1-8ec3-39195eaa2aa5;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;26/1/22;
7bc944f0-1543-4095-9225-259345ee4874;e3312588-af23-472c-bc32-915770bc938e;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;26/1/22;25/6/22
289a3bf7-cf45-4d07-931f-a0ab7f890497;782cffae-72d1-4cad-8fba-b4ec126f7eb7;a5e247b3-ac28-46e4-b791-a52837a19e1e;1/2/22;31/8/22
faf91706-ad61-4218-885a-ea76ac607a9c;904d39fe-4dd1-482b-8c92-4ce549f6e6d4;85b34e6e-5596-4468-82c7-c509b08bed70;2/2/22;
1ea65603-bad0-4398-9e9d-a10660c0367c;b5f278ea-1298-43ff-b901-8c7695c6b55d;5142862b-bedf-4860-9485-41efe7c49795;2/2/22;
96441fe4-c378-415d-b5cd-64696b44fa91;891d2268-495d-4222-9df9-9108df09e3a7;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;4/2/22;3/10/22
1dfa2006-67df-46f1-bfd5-2a11b5067e2c;ed5c9348-e8c7-446f-b243-cd03fbeb5fe6;d04791a5-8051-451f-a263-0ee2feb45dbc;6/2/22;
7a0ffa0a-d3fe-45a7-badd-cc080f399ed3;3b297f49-c31b-4fab-80f3-d0ae6f488353;a5e247b3-ac28-46e4-b791-a52837a19e1e;9/2/22;
6ccd53be-d5e0-4246-99d8-466020570264;40ec41ed-d9c1-46dc-bdfa-a4ffba70fa77;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;9/2/22;8/12/22
755bad35-a5db-40dc-8b31-33fe700b4f03;9b087c6a-5fe1-4282-bbbf-e5a2c3e7da36;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;11/2/22;
4aa5b83b-f599-4bb5-882f-0a95d9159dd9;4bee4905-d96b-4378-a694-876ccfd7ebfd;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;15/2/22;
ac9b793e-40a9-4b92-b175-9f01e6b274cd;3949fe14-79d2-41ac-bf11-2765bdc28b60;85b34e6e-5596-4468-82c7-c509b08bed70;15/2/22;
6578e2dc-bf7c-45af-a2c8-1b8e138d8d37;782cffae-72d1-4cad-8fba-b4ec126f7eb7;85b34e6e-5596-4468-82c7-c509b08bed70;16/2/22;15/10/22
0b5dd88c-5033-404c-8463-47dacc34a01a;c240f063-26c6-4ff9-8d71-7ad6d410d2cd;a5e247b3-ac28-46e4-b791-a52837a19e1e;16/2/22;15/8/22
a65384d8-f71f-48db-a27b-731dd12e2b2d;156b7f4f-c90c-4973-9714-7d160e28444c;a5e247b3-ac28-46e4-b791-a52837a19e1e;17/2/22;16/7/22
51b97845-6c9c-497c-b90f-f4a87296d8f8;2742e81c-f207-49e1-a18e-895ff5f415c4;85b34e6e-5596-4468-82c7-c509b08bed70;18/2/22;
0da8b79c-da97-4cd5-86cb-e97d80c45e7b;446d40c8-7048-4240-8892-e2431421e58b;d04791a5-8051-451f-a263-0ee2feb45dbc;18/2/22;17/8/22
3d310879-7f95-4ca2-9b5c-dece4e0c2a92;537d96e7-7b23-4fc3-bf69-bb1303924ccb;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;18/2/22;
57478686-bb48-411e-9f8e-9a075f6fc5ea;0d054e28-89c4-420f-848b-b9821e4cacaa;15c4ccc0-3c0c-416b-8790-70c2dce441a3;19/2/22;
6be19459-468f-4923-a70e-68966d7f6abe;6a6afcd8-92ab-4a81-9c78-8d449985a017;5142862b-bedf-4860-9485-41efe7c49795;20/2/22;19/10/22
28c2cf3c-e753-4f7c-a853-cdc91a51f15c;2742e81c-f207-49e1-a18e-895ff5f415c4;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;20/2/22;
d5e3678e-4b70-47bd-9d0e-0840b1521d57;0d054e28-89c4-420f-848b-b9821e4cacaa;15c4ccc0-3c0c-416b-8790-70c2dce441a3;21/2/22;
fcdb91b6-0481-4626-b046-20781448baee;46766f62-87ba-4879-8148-fbac6eccd3d5;d04791a5-8051-451f-a263-0ee2feb45dbc;23/2/22;
1dee6bc7-4cb5-4deb-bdd8-1b9f7f136b4f;1ea53ba4-9844-4e57-9c0d-01408c05ccd2;85b34e6e-5596-4468-82c7-c509b08bed70;24/2/22;23/11/22
82030dbc-7021-4548-ba5b-eb8202a3adc2;6a6afcd8-92ab-4a81-9c78-8d449985a017;85b34e6e-5596-4468-82c7-c509b08bed70;24/2/22;23/10/22
ffb49c88-9705-4da9-95eb-9b6a27600662;3307ed3b-bda5-4a42-86cb-48479671f7df;85b34e6e-5596-4468-82c7-c509b08bed70;25/2/22;
8f6e7645-98bb-4b35-9c86-3e48c6ae9ca7;9e3dccaf-b483-4cd5-8bc6-f2d9df86c959;5142862b-bedf-4860-9485-41efe7c49795;28/2/22;
9ed1cc2b-7dc2-4f5b-b001-4c9b859fd7ef;904d39fe-4dd1-482b-8c92-4ce549f6e6d4;15c4ccc0-3c0c-416b-8790-70c2dce441a3;1/3/22;
3281b8a8-951b-4ab4-a7bd-f1db565b2050;0525492d-f0fc-4d4f-8861-502b1693420e;85b34e6e-5596-4468-82c7-c509b08bed70;6/3/22;
0038bcd6-7bd0-48f8-b6b6-0e9099d6bb71;8a02cae0-38a5-42ff-9f2c-1e66d18f0b68;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;7/3/22;
1cebdfcb-f00a-4cb5-bd81-97681c8db1f4;52a8211c-93b1-4917-9128-1b5d7859aa3a;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;7/3/22;6/12/22
c458dbd9-f3b8-4d49-a266-8139b40337cf;2742e81c-f207-49e1-a18e-895ff5f415c4;85b34e6e-5596-4468-82c7-c509b08bed70;7/3/22;6/7/22
14b9a506-9259-4289-86dc-bc74020ba889;d685a634-d955-4010-9a05-1208d2ac7c15;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;9/3/22;
dd346e46-9b52-4155-8ec3-e0c49ddff18a;ed0947c6-b84d-451b-a58c-110cd63c925f;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;9/3/22;
a3844366-d600-4817-b994-0c2e186c2d9e;413653d2-36a3-49ae-af2a-ec105702af9e;5142862b-bedf-4860-9485-41efe7c49795;12/3/22;
1acf2f32-56ee-4aff-a585-1e031267d149;2742e81c-f207-49e1-a18e-895ff5f415c4;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;14/3/22;
6630e462-5aa2-404a-aeac-beee11fc0280;77fc1954-18c5-4435-bb45-a158d5ccc1f8;15c4ccc0-3c0c-416b-8790-70c2dce441a3;14/3/22;13/12/22
2239b0a9-5ce8-42e6-b8b5-45643263729c;3949fe14-79d2-41ac-bf11-2765bdc28b60;85b34e6e-5596-4468-82c7-c509b08bed70;16/3/22;
1468a852-4dc7-4409-b3ab-b1263da63394;f884ee36-7897-4f1b-a06c-8b85a1bfb6ed;d04791a5-8051-451f-a263-0ee2feb45dbc;19/3/22;
eef6a804-1366-4ca5-9b6c-2ea5b3109a99;d23b0eb7-f5e3-455d-b2cd-c84c7ffb4418;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;21/3/22;
75bead45-2d9c-481c-a909-a34aadc95244;31d7ce50-7ac6-4aff-8360-5c3d95e886e8;15c4ccc0-3c0c-416b-8790-70c2dce441a3;21/3/22;
243c5064-ff82-486a-9b37-84eb13c0730f;b4d9b6d0-859e-4192-83ff-79624a718768;85b34e6e-5596-4468-82c7-c509b08bed70;21/3/22;20/12/22
ad604ca0-5813-4261-8e3e-f8d6a0b3ac62;d0b12511-7598-4bc6-b191-310c163d0197;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;27/3/22;
7deb702c-03a7-4a11-be63-de237329bdc0;4670f30d-ab03-4854-8a3b-128c2c263d5a;15c4ccc0-3c0c-416b-8790-70c2dce441a3;27/3/22;26/8/22
b8aff690-e0a0-49cf-85c7-1d20434f8c38;0d054e28-89c4-420f-848b-b9821e4cacaa;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;30/3/22;
dd373d4f-9a5c-4763-b866-6bfc82001aca;d620432a-2658-4918-a4b5-a6b327f84866;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;4/4/22;
18170ab3-b794-4d5c-b59c-e85cae721d97;31d7ce50-7ac6-4aff-8360-5c3d95e886e8;584a3ef0-6503-486f-8f3a-62bbcdac3515;5/4/22;
f174fc9c-730b-420d-8428-544e82e5df21;47110700-84ca-47cf-9b3c-e1a2f95b5d3e;d04791a5-8051-451f-a263-0ee2feb45dbc;6/4/22;
8d9a2cbe-cd27-4be8-ad35-f117028650ff;c240f063-26c6-4ff9-8d71-7ad6d410d2cd;d04791a5-8051-451f-a263-0ee2feb45dbc;9/4/22;
